0.000000	0.000000	5.200000e-004
0.000000	0.000000	5.200000e-004
0.005582	0.005582	5.200000e-004
0.008373	0.002791	5.200000e-004
0.022328	0.013955	5.200000e-004
0.024809	0.002481	5.200000e-004
0.027910	0.003101	5.200000e-004
0.027910	0.000000	5.200000e-004
0.034373	0.006463	5.200000e-004
0.037605	0.003232	5.200000e-004
0.053763	0.016158	5.200000e-004
0.056635	0.002873	5.200000e-004
0.060226	0.003591	5.200000e-004
0.060226	0.000000	5.200000e-004
0.067340	0.007114	5.200000e-004
0.070897	0.003557	5.200000e-004
0.088682	0.017785	5.200000e-004
0.091844	0.003162	5.200000e-004
0.095796	0.003952	5.200000e-004
0.095796	0.000000	5.200000e-004
0.103408	0.007612	5.200000e-004
0.107214	0.003806	5.200000e-004
0.126243	0.019029	5.200000e-004
0.129626	0.003383	5.200000e-004
0.133855	0.004229	5.200000e-004
0.133855	0.000000	5.200000e-004
0.141870	0.008015	5.200000e-004
0.145877	0.004007	5.200000e-004
0.165914	0.020037	5.200000e-004
0.169477	0.003562	5.200000e-004
0.173929	0.004453	5.200000e-004
0.173929	0.000000	5.200000e-004
0.182484	0.008555	5.200000e-004
0.186762	0.004277	5.200000e-004
0.208149	0.021387	5.200000e-004
0.211951	0.003802	5.200000e-004
0.216704	0.004753	5.200000e-004
0.216704	0.000000	5.200000e-004
0.226059	0.009355	5.200000e-004
0.230737	0.004678	5.200000e-004
0.254125	0.023388	5.200000e-004
0.258283	0.004158	5.200000e-004
0.263480	0.005197	5.200000e-004
0.263480	0.000000	5.200000e-004
0.273814	0.010334	5.200000e-004
0.278981	0.005167	5.200000e-004
0.304815	0.025834	5.200000e-004
0.309408	0.004593	5.200000e-004
0.315149	0.005741	5.200000e-004
0.315149	0.000000	5.200000e-004
0.326602	0.011453	5.200000e-004
0.332329	0.005727	5.200000e-004
0.360962	0.028633	5.200000e-004
0.366053	0.005090	5.200000e-004
0.372416	0.006363	5.200000e-004
0.372416	0.000000	5.200000e-004
0.385117	0.012701	5.200000e-004
0.391468	0.006351	5.200000e-004
0.423221	0.031753	5.200000e-004
0.428866	0.005645	5.200000e-004
0.435922	0.007056	5.200000e-004
0.435922	0.000000	5.200000e-004
0.450000	0.014078	5.200000e-004
0.457040	0.007039	5.200000e-004
0.492236	0.035196	5.200000e-004
0.498493	0.006257	5.200000e-004
0.506314	0.007821	5.200000e-004
0.506314	0.000000	5.200000e-004
0.521911	0.015597	5.200000e-004
0.529709	0.007798	5.200000e-004
0.568700	0.038991	5.200000e-004
0.575632	0.006932	5.200000e-004
0.584297	0.008665	5.200000e-004
0.584297	0.000000	5.200000e-004
0.601573	0.017276	5.200000e-004
0.610211	0.008638	5.200000e-004
0.653402	0.043191	5.200000e-004
0.661080	0.007678	5.200000e-004
0.670678	0.009598	5.200000e-004
0.670678	0.000000	5.200000e-004
0.689826	0.019148	5.200000e-004
0.699400	0.009574	5.200000e-004
0.747269	0.047869	5.200000e-004
0.755779	0.008510	5.200000e-004
0.766416	0.010638	5.200000e-004
0.766416	0.000000	5.200000e-004
0.787668	0.021252	5.200000e-004
0.798294	0.010626	5.200000e-004
0.851423	0.053129	5.200000e-004
0.860868	0.009445	5.200000e-004
0.872675	0.011807	5.200000e-004
0.872675	0.000000	5.200000e-004
0.896319	0.023644	5.200000e-004
0.908141	0.011822	5.200000e-004
0.967252	0.059111	5.200000e-004
0.977760	0.010509	5.200000e-004
0.990896	0.013136	5.200000e-004
0.990896	0.000000	5.200000e-004
1.017297	0.026401	5.200000e-004
1.030497	0.013200	5.200000e-004
1.096499	0.066002	5.200000e-004
1.108233	0.011734	5.200000e-004
1.122900	0.014667	5.200000e-004
1.122900	0.000000	5.200000e-004
1.152525	0.029625	5.200000e-004
1.167338	0.014813	5.200000e-004
1.241401	0.074063	5.200000e-004
1.254568	0.013167	5.200000e-004
1.271027	0.016459	5.200000e-004
1.271027	0.000000	5.200000e-004
1.304492	0.033466	5.200000e-004
1.321225	0.016733	5.200000e-004
1.404889	0.083664	5.200000e-004
1.419762	0.014874	5.200000e-004
1.438354	0.018592	5.200000e-004
1.438354	0.000000	5.200000e-004
1.476490	0.038136	5.200000e-004
